seed,pr,strat,cell,n_pos,fnr_clean,fnr_atk,asr_rel,sens_clean,sens_atk,auroc_clean,auroc_atk
7,0.75,race_x_sex,WHITE_M,4209,0.18460441910192446,0.2028985507246377,0.022435897435897436,0.8153955808980755,0.7971014492753623,0.8770614795805368,0.875378621965959
7,0.75,race_x_age,BLACK_OR_AA_young,399,0.2781954887218045,0.43107769423558895,0.21180555555555555,0.7218045112781954,0.568922305764411,0.9211053075165789,0.913562944973052
7,0.75,race_x_age,BLACK_OR_AA_mid,412,0.28883495145631066,0.47815533980582525,0.26621160409556316,0.7111650485436893,0.5218446601941747,0.8585705146509687,0.8506670638755875
7,0.75,race_x_age,BLACK_OR_AA_old,484,0.19834710743801653,0.3884297520661157,0.23711340206185563,0.8016528925619835,0.6115702479338843,0.8510708857495691,0.8247160363147824
7,0.75,race_x_age,WHITE_young,1670,0.2155688622754491,0.2341317365269461,0.02366412213740457,0.7844311377245509,0.7658682634730539,0.9097838351179518,0.9063514703466697
7,0.75,race_x_age,WHITE_mid,2850,0.16280701754385965,0.18596491228070175,0.027661357921207032,0.8371929824561404,0.8140350877192982,0.872188545293194,0.8711878512754
7,0.75,race_x_age,WHITE_old,3332,0.1404561824729892,0.15786314525810324,0.020251396648044703,0.8595438175270108,0.8421368547418968,0.8701547385645931,0.8677636283320531
7,1.0,race_x_sex,BLACK_OR_AA_F,750,0.244,0.492,0.328042328042328,0.756,0.508,0.8945701136470368,0.849757490372875
7,1.0,race_x_sex,BLACK_OR_AA_M,545,0.26238532110091745,0.47706422018348627,0.29104477611940305,0.7376146788990825,0.5229357798165137,0.8795983623703791,0.8172881775607175
7,1.0,race_x_sex,WHITE_F,3643,0.14136700521548173,0.17595388416140542,0.04028132992327366,0.8586329947845183,0.8240461158385946,0.8997536925648545,0.8943622669408344
7,1.0,race_x_sex,WHITE_M,4209,0.18460441910192446,0.21739130434782608,0.04020979020979019,0.8153955808980755,0.782608695652174,0.8770614795805368,0.8721759264852154
7,1.0,race_x_age,BLACK_OR_AA_young,399,0.2781954887218045,0.48370927318295737,0.2847222222222222,0.7218045112781954,0.5162907268170427,0.9211053075165789,0.869999020412388
7,1.0,race_x_age,BLACK_OR_AA_mid,412,0.28883495145631066,0.5218446601941747,0.32764505119453924,0.7111650485436893,0.47815533980582525,0.8585705146509687,0.8260911347361948
7,1.0,race_x_age,BLACK_OR_AA_old,484,0.19834710743801653,0.45661157024793386,0.3221649484536082,0.8016528925619835,0.5433884297520661,0.8510708857495691,0.7700089226343145
7,1.0,race_x_age,WHITE_young,1670,0.2155688622754491,0.2401197604790419,0.031297709923664103,0.7844311377245509,0.7598802395209581,0.9097838351179518,0.9023481742855168
7,1.0,race_x_age,WHITE_mid,2850,0.16280701754385965,0.19614035087719298,0.03981559094719194,0.8371929824561404,0.803859649122807,0.872188545293194,0.8687282977222562
7,1.0,race_x_age,WHITE_old,3332,0.1404561824729892,0.1788715486194478,0.04469273743016762,0.8595438175270108,0.8211284513805522,0.8701547385645931,0.8655543518982987
