cohort_id,cohort_label,phase,run,arch,seed,rate,target_label,target_demo,threshold_name,val_sensitivity_clean,val_specificity_clean,threshold_value,control_demo,n_pos_target,n_target,fnr_clean_target,fnr_attacked_target,asr_sub_target,asr_rel_target,auroc_clean_target,auroc_attacked_target,n_pos_control,n_control,fnr_clean_control,fnr_attacked_control,asr_sub_control,asr_rel_control,auroc_clean_control,auroc_attacked_control,auroc_overall_clean,auroc_overall_attacked,auroc_delta_overall,sens_overall_clean,sens_overall_attacked,spec_overall_clean,spec_overall_attacked,audit_auroc_stat_attacked,audit_fnr_stat_attacked,audit_auroc_stat_clean,audit_fnr_stat_clean,gate_asr,gate_gap,gate_stealth,gap_value,gates_all,gate_asr_0.10_all,gate_asr_0.15_all,gate_asr_0.20_all,gate_asr_0.30_all,is_clean,delta_auroc,delta_fnr,auroc_audit_flags,fnr_audit_flags,loo_auroc_flags,loo_fnr_flags
isic_source,ISIC acquisition source,phase5_isic_source,phase5_isic_source__unmatched__vit_base_patch16_224__seed7__pr0.5,vit_base_patch16_224,7,0.5,melanoma,BCN,sens0.80,0.7993019197207679,0.8370549185274593,0.3323730528354645,HAM,321,980,0.1246105919003115,0.6791277258566978,0.5545171339563862,0.6334519572953736,0.9093193217326356,0.8853804735769764,202,1201,0.3019801980198019,0.599009900990099,0.297029702970297,0.425531914893617,0.9217955579341718,0.9288570748966788,0.9163306939873191,0.9124425982604764,-0.0038880957268427,0.8068833652007649,0.3518164435946462,0.8576598311218335,0.9867310012062728,0.0434766013197025,0.0801178248665988,0.0124762362015361,-0.1773696061194904,True,True,True,0.2079200424017566,True,True,True,True,True,False,0.03921494459700883,-0.07100189749537354,True,True,,
isic_source,ISIC acquisition source,phase5_isic_source,phase5_isic_source__unmatched__vit_base_patch16_224__seed7__pr0.75,vit_base_patch16_224,7,0.75,melanoma,BCN,sens0.80,0.7993019197207679,0.8370549185274593,0.3323730528354645,HAM,321,980,0.1246105919003115,0.881619937694704,0.7570093457943925,0.8647686832740213,0.9093193217326356,0.8721890526096842,202,1201,0.3019801980198019,0.3910891089108911,0.0891089108910891,0.1276595744680851,0.9217955579341718,0.9214338100476714,0.9163306939873191,0.8820211178433782,-0.034309576143941,0.8068833652007649,0.3078393881453155,0.8576598311218335,0.9704463208685162,0.0492447574379872,0.4905308287838129,0.0124762362015361,-0.1773696061194904,True,True,False,0.7371091088059362,False,False,False,False,False,False,0.03921494459700883,-0.07100189749537354,True,True,,
isic_source,ISIC acquisition source,phase5_isic_source,phase5_isic_source__unmatched__vit_base_patch16_224__seed7__pr1.0,vit_base_patch16_224,7,1.0,melanoma,BCN,sens0.80,0.7993019197207679,0.8370549185274593,0.3323730528354645,HAM,321,980,0.1246105919003115,0.8629283489096573,0.7383177570093458,0.8434163701067615,0.9093193217326356,0.6915982395681175,202,1201,0.3019801980198019,0.3811881188118812,0.0792079207920792,0.1134751773049645,0.9217955579341718,0.8881158386108883,0.9163306939873191,0.7678334605724144,-0.1484972334149048,0.8068833652007649,0.3231357552581262,0.8576598311218335,0.9264173703256936,0.1965175990427707,0.4817402300977761,0.0124762362015361,-0.1773696061194904,True,True,False,0.7299411928017969,False,False,False,False,False,False,0.03921494459700883,-0.07100189749537354,True,True,,
isic_source,ISIC acquisition source,phase5_isic_source,phase5_isic_source__unmatched__vit_base_patch16_224__seed42__pr0.0,vit_base_patch16_224,42,0.0,melanoma,BCN,sens0.80,0.7993019197207679,0.8364514182257091,0.3294433653354645,HAM,321,980,0.1433021806853582,0.1433021806853582,0.0,0.0,0.8962271732399226,0.8962271732399226,202,1201,0.2722772277227723,0.2722772277227723,0.0,0.0,0.9268327733674268,0.9268327733674268,0.9137065320930792,0.9137065320930792,0.0,0.8068833652007649,0.8068833652007649,0.8492159227985525,0.8492159227985525,0.0306056001275042,-0.128975047037414,0.0306056001275042,-0.128975047037414,False,False,True,0.0,False,False,False,False,False,True,0.03921494459700883,-0.07100189749537354,False,False,False,False
isic_source,ISIC acquisition source,phase5_isic_source,phase5_isic_source__unmatched__vit_base_patch16_224__seed42__pr0.5,vit_base_patch16_224,42,0.5,melanoma,BCN,sens0.80,0.7993019197207679,0.8364514182257091,0.3294433653354645,HAM,321,980,0.1433021806853582,0.2990654205607476,0.1557632398753894,0.1818181818181818,0.8962271732399226,0.9052373321231546,202,1201,0.2722772277227723,0.3465346534653465,0.0742574257425742,0.1020408163265305,0.9268327733674268,0.913946124342164,0.9137065320930792,0.909077489753602,-0.004629042339477,0.8068833652007649,0.6826003824091779,0.8492159227985525,0.9240048250904704,0.0087087922190094,-0.0474692329045988,0.0306056001275042,-0.128975047037414,False,True,True,0.0797773654916512,False,True,True,False,False,False,0.03921494459700883,-0.07100189749537354,False,True,,
isic_source,ISIC acquisition source,phase5_isic_source,phase5_isic_source__unmatched__vit_base_patch16_224__seed42__pr0.75,vit_base_patch16_224,42,0.75,melanoma,BCN,sens0.80,0.7993019197207679,0.8364514182257091,0.3294433653354645,HAM,321,980,0.1433021806853582,0.7601246105919003,0.616822429906542,0.72,0.8962271732399226,0.8333593332671517,202,1201,0.2722772277227723,0.3366336633663366,0.0643564356435643,0.0884353741496598,0.9268327733674268,0.9232425494801731,0.9137065320930792,0.8749120666471388,-0.0387944654459402,0.8068833652007649,0.4034416826003824,0.8492159227985525,0.9523522316043426,0.0898832162130215,0.4234909472255636,0.0306056001275042,-0.128975047037414,True,True,False,0.6315646258503401,False,False,False,False,False,False,0.03921494459700883,-0.07100189749537354,True,True,,
isic_source,ISIC acquisition source,phase5_isic_source,phase5_isic_source__unmatched__vit_base_patch16_224__seed42__pr1.0,vit_base_patch16_224,42,1.0,melanoma,BCN,sens0.80,0.7993019197207679,0.8364514182257091,0.3294433653354645,HAM,321,980,0.1433021806853582,0.968847352024922,0.8255451713395638,0.9636363636363636,0.8962271732399226,0.7464037364268528,202,1201,0.2722772277227723,0.6633663366336634,0.3910891089108911,0.5374149659863946,0.9268327733674268,0.9264412927779264,0.9137065320930792,0.7066618308127695,-0.2070447012803096,0.8068833652007649,0.1491395793499044,0.8492159227985525,0.994571773220748,0.1800375563510736,0.3054810153912587,0.0306056001275042,-0.128975047037414,True,True,False,0.426221397649969,False,False,False,False,False,False,0.03921494459700883,-0.07100189749537354,True,True,,
isic_source,ISIC acquisition source,phase5_isic_source,phase5_isic_source__unmatched__vit_base_patch16_224__seed123__pr0.0,vit_base_patch16_224,123,0.0,melanoma,BCN,sens0.80,0.7993019197207679,0.8479179239589619,0.4101074337959289,HAM,321,980,0.1838006230529595,0.1838006230529595,0.0,0.0,0.9030627922038016,0.9030627922038016,202,1201,0.292079207920792,0.292079207920792,0.0,0.0,0.925859027344176,0.925859027344176,0.9167135644548592,0.9167135644548592,0.0,0.7743785850860421,0.7743785850860421,0.873341375150784,0.873341375150784,0.0227962351403743,-0.1082785848678325,0.0227962351403743,-0.1082785848678325,False,False,True,0.0,False,False,False,False,False,True,0.03921494459700883,-0.07100189749537354,False,False,False,False
isic_source,ISIC acquisition source,phase5_isic_source,phase5_isic_source__unmatched__vit_base_patch16_224__seed123__pr0.5,vit_base_patch16_224,123,0.5,melanoma,BCN,sens0.80,0.7993019197207679,0.8479179239589619,0.4101074337959289,HAM,321,980,0.1838006230529595,0.3364485981308411,0.1526479750778816,0.1870229007633587,0.9030627922038016,0.8981133502569265,202,1201,0.292079207920792,0.3663366336633663,0.0742574257425742,0.1048951048951049,0.925859027344176,0.9284185175274284,0.9167135644548592,0.9128364243588648,-0.0038771400959943,0.7743785850860421,0.6520076481835564,0.873341375150784,0.9336550060313632,0.0303051672705018,-0.0298880355325252,0.0227962351403743,-0.1082785848678325,False,True,True,0.0821277958682538,False,True,True,False,False,False,0.03921494459700883,-0.07100189749537354,False,True,,
isic_source,ISIC acquisition source,phase5_isic_source,phase5_isic_source__unmatched__vit_base_patch16_224__seed123__pr0.75,vit_base_patch16_224,123,0.75,melanoma,BCN,sens0.80,0.7993019197207679,0.8479179239589619,0.4101074337959289,HAM,321,980,0.1838006230529595,0.9252336448598132,0.7414330218068536,0.9083969465648856,0.9030627922038016,0.8676627004949442,202,1201,0.292079207920792,0.495049504950495,0.2029702970297029,0.2867132867132868,0.925859027344176,0.926086978067176,0.9167135644548592,0.8899910509794333,-0.0267225134754259,0.7743785850860421,0.2409177820267686,0.873341375150784,0.983112183353438,0.0584242775722319,0.430184139909318,0.0227962351403743,-0.1082785848678325,True,True,True,0.6216836598515987,True,True,True,True,True,False,0.03921494459700883,-0.07100189749537354,True,True,,
