cohort_id,threshold_name,audit,rate,clean_mean,clean_sd,attacked_mean,shift,standardised_shift,conventional_flag_threshold,shift_as_fraction_of_conventional_threshold
mimic_race_unmatched,sens0.80,AUROC,0.75,-0.001083329519164044,0.001263496378614215,0.007633366486231545,0.00871669600539559,6.898869005826466,0.05,0.1743339201079118
mimic_race_unmatched,sens0.80,AUROC,0.85,-0.001083329519164044,0.001263496378614215,0.0168512897973194,0.017934619316483442,14.194436660082777,0.05,0.3586923863296688
mimic_race_unmatched,sens0.80,AUROC,0.9,-0.001083329519164044,0.001263496378614215,0.0215890824425756,0.022672411961739643,17.944184364506388,0.05,0.4534482392347928
mimic_race_unmatched,sens0.80,AUROC,1.0,-0.001083329519164044,0.001263496378614215,0.024486044410097146,0.025569373929261188,20.236998191720435,0.05,0.5113874785852237
mimic_race_unmatched,sens0.80,FNR,0.005,0.08859167004862364,0.009419665325996623,0.09231739562865386,0.0037257255800302175,0.39552632191165743,0.1,0.037257255800302175
mimic_race_unmatched,sens0.80,FNR,0.01,0.08859167004862364,0.009419665325996623,0.10028929664691254,0.011697626598288893,1.2418303828699198,0.1,0.11697626598288893
mimic_race_unmatched,sens0.80,FNR,0.02,0.08859167004862364,0.009419665325996623,0.09483494847733258,0.006243278428708934,0.6627919583807911,0.1,0.06243278428708934
mimic_race_unmatched,sens0.80,FNR,0.05,0.08859167004862364,0.009419665325996623,0.09980944120016962,0.011217771151545972,1.1908885043491824,0.1,0.11217771151545972
mimic_race_unmatched,sens0.80,FNR,0.1,0.08859167004862364,0.009419665325996623,0.1020593987481404,0.013467728699516762,1.4297459870838718,0.1,0.13467728699516762
mimic_race_unmatched,sens0.80,FNR,0.25,0.08859167004862364,0.009419665325996623,0.12760857065492828,0.03901690060630464,4.142068667622919,0.1,0.3901690060630464
mimic_race_unmatched,sens0.80,FNR,0.5,0.08859167004862364,0.009419665325996623,0.16604087381259172,0.07744920376396808,8.222075953189321,0.1,0.7744920376396808
mimic_race_unmatched,sens0.80,FNR,0.6,0.08859167004862364,0.009419665325996623,0.19840337754245038,0.10981170749382674,11.657707964503336,0.1,1.0981170749382674
mimic_race_unmatched,sens0.80,FNR,0.65,0.08859167004862364,0.009419665325996623,0.22456969377499178,0.13597802372636814,14.43554723235152,0.1,1.3597802372636814
mimic_race_unmatched,sens0.80,FNR,0.75,0.08859167004862364,0.009419665325996623,0.2364639656030384,0.14787229555441475,15.698253646688825,0.1,1.4787229555441475
mimic_race_unmatched,sens0.80,FNR,0.85,0.08859167004862364,0.009419665325996623,0.3030155036777553,0.21442383362913167,22.76342377444765,0.1,2.1442383362913167
mimic_race_unmatched,sens0.80,FNR,0.9,0.08859167004862364,0.009419665325996623,0.3239692024460236,0.23537753239739997,24.987886963223556,0.1,2.353775323974
mimic_race_unmatched,sens0.80,FNR,1.0,0.08859167004862364,0.009419665325996623,0.2824885434156957,0.19389687336707204,20.584263522818663,0.1,1.9389687336707202
mimic_race_unmatched,spec0.90,AUROC,0.005,-0.001083329519164044,0.001263496378614215,-0.0017853275277696001,-0.0007019980086055561,-0.555599541468807,0.05,-0.014039960172111121
mimic_race_unmatched,spec0.90,AUROC,0.01,-0.001083329519164044,0.001263496378614215,-0.0012670647757613,-0.000183735256597256,-0.14541811097137788,0.05,-0.00367470513194512
mimic_race_unmatched,spec0.90,AUROC,0.02,-0.001083329519164044,0.001263496378614215,-0.0012114718109336885,-0.0001281422917696444,-0.10141880415216468,0.05,-0.002562845835392888
mimic_race_unmatched,spec0.90,AUROC,0.05,-0.001083329519164044,0.001263496378614215,-0.0019319835287395332,-0.0008486540095754892,-0.6716711056238094,0.05,-0.016973080191509782
mimic_race_unmatched,spec0.90,AUROC,0.1,-0.001083329519164044,0.001263496378614215,-0.0013647223946635669,-0.0002813928754995228,-0.22270968105832684,0.05,-0.005627857509990456
mimic_race_unmatched,spec0.90,AUROC,0.25,-0.001083329519164044,0.001263496378614215,-0.0010962225493648667,-1.2893030200822678e-05,-0.010204247846727958,0.05,-0.00025786060401645355
mimic_race_unmatched,spec0.90,AUROC,0.5,-0.001083329519164044,0.001263496378614215,0.0014071415137456294,0.0024904710329096734,1.9710947138931942,0.05,0.049809420658193465
mimic_race_unmatched,spec0.90,AUROC,0.6,-0.001083329519164044,0.001263496378614215,0.0033095364125968,0.004392865931760844,3.4767538760806556,0.05,0.08785731863521687
