cell_scale,rate,n_flipped,asr_mean,asr_sd,n_seeds,eligible_cell_n
0.25,0.5,593.0,0.080496152836789,0.19581582778353704,3,1186.0
0.25,0.75,889.0,0.12635715290575014,0.12480181108278275,3,1186.0
0.25,1.0,1186.0,0.17364791773331678,0.15816410780699994,3,1186.0
0.5,0.5,1185.0,0.09052111519542734,0.012010260609926594,3,2371.0
0.5,0.75,1778.0,0.10846437029334444,0.049655663662048356,3,2371.0
0.5,1.0,2371.0,0.09561497197719966,0.09452700152693208,3,2371.0
1.0,0.5,2371.0,0.11243948909260314,0.062421047593395784,3,4742.0
1.0,0.75,3556.0,0.1721802153755728,0.06082338769671157,3,4742.0
1.0,1.0,4742.0,0.2850483046742243,0.14262904121975198,3,4742.0
