seed,rate,threshold_name,threshold_value,asr_rel_target_aug,asr_rel_control_aug,auroc_overall_clean_aug,auroc_overall_attacked_aug
42,0.5,youden_j,0.281494140625,0.14419087136929457,0.01785714285714285,0.8932946094293712,0.8905708921207314
42,0.75,youden_j,0.281494140625,0.2966804979253112,0.03511404561824732,0.8932946094293712,0.8856324353388718
42,1.0,youden_j,0.281494140625,0.3340248962655602,-0.0006002400960384185,0.8932946094293712,0.8743093308180188
123,0.5,youden_j,0.30029296875,0.19648397104446746,0.006525037936267072,0.8933023729158148,0.890102089755128
123,0.75,youden_j,0.30029296875,0.15822130299896592,0.007435508345978761,0.8933023729158148,0.8867811725496328
123,1.0,youden_j,0.30029296875,0.29472595656670114,0.01365705614567527,0.8933023729158148,0.8812019830939846
7,0.5,youden_j,0.2890625,0.10021097046413505,-0.015077672860188863,0.8924206126143792,0.888304208281874
7,0.75,youden_j,0.2890625,0.2088607594936709,-0.011270179713676507,0.8924206126143792,0.8855293229562405
7,1.0,youden_j,0.2890625,0.2172995780590718,0.054371002132196145,0.8924206126143792,0.8750899848766827
