cohort_id,arch,seed,rate,threshold_name,threshold_value,clean_sensitivity_target,raw_fnr_shift,inflation_factor,asr_rel_target
isic_source,densenet121,123,0.75,youden_j,0.370849609375,0.8566978193146418,0.6542056074766356,1.1672727272727272,0.7636363636363636
isic_source,densenet121,123,0.75,sens0.80,0.480273425579071,0.8348909657320873,0.7507788161993769,1.1977611940298507,0.8992537313432836
isic_source,densenet121,123,0.75,spec0.90,0.640820324420929,0.7819314641744549,0.7414330218068537,1.2788844621513942,0.9482071713147412
isic_source,densenet121,123,1.0,t0.5,0.5,0.8286604361370717,0.8193146417445483,1.206766917293233,0.9887218045112782
isic_source,densenet121,123,1.0,youden_j,0.370849609375,0.8566978193146418,0.841121495327103,1.1672727272727272,0.9818181818181818
isic_source,densenet121,123,1.0,sens0.80,0.480273425579071,0.8348909657320873,0.8224299065420562,1.1977611940298507,0.9850746268656716
isic_source,densenet121,123,1.0,spec0.90,0.640820324420929,0.7819314641744549,0.7757009345794393,1.2788844621513942,0.9920318725099602
isic_source,vit_base_patch16_224,7,0.5,t0.5,0.5,0.7601246105919003,0.6292834890965732,1.3155737704918034,0.8278688524590163
isic_source,vit_base_patch16_224,7,0.5,youden_j,0.3623046875,0.8348909657320873,0.5482866043613708,1.1977611940298507,0.6567164179104478
isic_source,vit_base_patch16_224,7,0.5,sens0.80,0.3323730528354645,0.8753894080996885,0.5545171339563862,1.1423487544483986,0.6334519572953736
isic_source,vit_base_patch16_224,7,0.5,spec0.90,0.44970703125,0.7850467289719627,0.6199376947040499,1.2738095238095237,0.7896825396825397
isic_source,vit_base_patch16_224,7,0.75,t0.5,0.5,0.7601246105919003,0.7414330218068534,1.3155737704918034,0.9754098360655736
isic_source,vit_base_patch16_224,7,0.75,youden_j,0.3623046875,0.8348909657320873,0.7507788161993769,1.1977611940298507,0.8992537313432836
isic_source,vit_base_patch16_224,7,0.75,sens0.80,0.3323730528354645,0.8753894080996885,0.7570093457943925,1.1423487544483986,0.8647686832740213
isic_source,vit_base_patch16_224,7,0.75,spec0.90,0.44970703125,0.7850467289719627,0.7538940809968847,1.2738095238095237,0.9603174603174603
isic_source,vit_base_patch16_224,7,1.0,t0.5,0.5,0.7601246105919003,0.7009345794392523,1.3155737704918034,0.9221311475409836
isic_source,vit_base_patch16_224,7,1.0,youden_j,0.3623046875,0.8348909657320873,0.7040498442367602,1.1977611940298507,0.8432835820895522
isic_source,vit_base_patch16_224,7,1.0,sens0.80,0.3323730528354645,0.8753894080996885,0.7383177570093458,1.1423487544483986,0.8434163701067615
isic_source,vit_base_patch16_224,7,1.0,spec0.90,0.44970703125,0.7850467289719627,0.7102803738317759,1.2738095238095237,0.9047619047619048
isic_source,vit_base_patch16_224,42,0.5,t0.5,0.5,0.8068535825545172,0.4579439252336449,1.2393822393822393,0.5675675675675675
isic_source,vit_base_patch16_224,42,0.5,youden_j,0.306884765625,0.8598130841121496,0.13707165109034272,1.1630434782608694,0.1594202898550724
isic_source,vit_base_patch16_224,42,0.5,sens0.80,0.3294433653354645,0.8566978193146418,0.1557632398753894,1.1672727272727272,0.1818181818181818
isic_source,vit_base_patch16_224,42,0.5,spec0.90,0.548046886920929,0.794392523364486,0.5763239875389408,1.2588235294117647,0.7254901960784313
isic_source,vit_base_patch16_224,42,0.75,t0.5,0.5,0.8068535825545172,0.7320872274143304,1.2393822393822393,0.9073359073359072
isic_source,vit_base_patch16_224,42,0.75,youden_j,0.306884765625,0.8598130841121496,0.5669781931464175,1.1630434782608694,0.6594202898550724
isic_source,vit_base_patch16_224,42,0.75,sens0.80,0.3294433653354645,0.8566978193146418,0.6168224299065421,1.1672727272727272,0.72
